AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 0 0 0 0 0 
3 1 7 3 0 5 
4 0 1 6 0 9 
5 0 0 0 0 0 
6 0 0 0 0 0 
7 0 0 2 0 10 
8 0 0 0 0 0 
9 0 6 0 0 9 
10 2 6 3 1 6 
