link load
2-1 1
1-2 0.395102
11-1 1
1-11 0.579388
11-2 0.827755
2-11 1
11-10 0.80551
10-11 1
3-2 1
2-3 0.637347
4-3 1
3-4 0.8
5-4 0.0365306
4-5 1
6-5 0.202245
5-6 1
7-6 1
6-7 0.793061
8-4 1
4-8 6.258808437506763e-15
8-7 1
7-8 0.0242857
9-3 1
3-9 0.923469
9-8 0
8-9 1
10-9 1.763306054457718e-17
9-10 1
