#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10 AS=11
1 796 0 0 0 0 0 0 0 0 0 0 0
2 395 0 0 0 0 0 1 0 0 0 0 0
3 265 0 0 0 0 0 0 0 0 0 0 0
4 181 0 0 0 0 0 0 0 0 0 0 0
5 177 0 0 0 0 0 0 0 0 0 0 0
6 125 0 0 0 0 0 0 0 0 0 0 0
7 129 0 0 0 0 0 0 0 0 0 0 0
8 99 0 0 0 0 0 0 0 0 0 0 0
9 106 0 0 0 0 0 0 0 0 0 0 0
10 76 0 0 0 0 0 0 0 0 0 0 0
11 78 0 0 0 0 0 0 0 0 0 0 0
12 64 0 0 0 0 0 0 0 0 0 0 0
13 49 0 0 0 0 0 0 0 0 0 0 0
14 57 0 0 0 0 0 0 0 0 0 0 0
15 43 0 0 0 0 0 0 0 0 0 0 0
16 43 0 0 0 0 0 0 0 0 0 0 0
17 51 0 0 0 0 0 0 0 0 0 0 0
18 43 0 0 0 0 0 0 0 0 0 0 0
19 41 0 0 0 0 0 0 0 0 0 0 0
20 35 0 0 0 0 0 0 0 0 0 0 0
21 46 0 0 0 0 0 0 0 0 0 0 0
22 53 0 0 0 0 0 0 0 0 0 0 0
23 33 0 0 0 0 0 0 0 0 0 0 0
24 33 0 0 0 0 0 0 0 0 0 0 0
25 24 0 0 0 0 0 0 0 0 0 0 0
26 24 0 0 0 0 0 0 0 0 0 0 0
27 32 0 0 0 0 0 0 0 0 0 0 0
28 30 0 0 0 0 0 0 0 0 0 0 0
29 21 0 0 0 0 0 0 0 0 0 0 0
30 26 0 0 0 0 0 0 0 0 0 0 0
31 24 0 0 0 0 0 0 0 0 0 0 0
32 20 0 0 0 0 0 0 0 0 0 0 0
33 21 0 0 0 0 0 0 0 0 0 0 0
34 34 0 0 0 0 0 0 0 0 0 0 0
35 27 0 0 0 0 0 0 0 0 0 0 0
36 19 0 0 0 0 0 0 0 0 0 0 0
37 15 0 0 0 0 0 0 0 0 0 0 0
38 16 0 0 0 0 0 0 0 0 0 0 0
39 18 0 0 0 0 0 0 0 0 0 0 0
40 19 0 0 0 0 0 0 0 0 0 0 0
41 17 0 0 0 0 0 0 0 0 0 0 0
42 25 0 0 0 0 0 0 0 0 0 0 0
43 16 0 0 0 0 0 0 0 0 0 0 0
44 12 0 0 0 0 0 0 0 0 0 0 0
45 20 0 0 0 0 0 0 0 0 0 0 0
46 12 0 0 0 0 0 0 0 0 0 0 0
47 17 0 0 0 0 0 0 0 0 0 0 0
48 13 0 0 0 0 0 0 0 0 0 0 0
49 20 0 0 0 0 0 0 0 0 0 0 0
50 16 0 0 0 0 0 0 0 0 0 0 0
51 13 0 0 0 0 0 0 0 0 0 0 0
52 11 0 0 0 0 0 0 0 0 0 0 0
53 13 0 0 0 0 0 0 0 0 0 0 0
54 10 0 0 0 0 0 0 0 0 0 0 0
55 10 0 0 0 0 0 0 0 0 0 0 0
56 11 0 0 0 0 0 0 0 0 0 0 0
57 12 0 0 0 0 0 0 0 0 0 0 0
58 12 0 0 0 0 0 0 0 0 0 0 0
59 14 0 0 0 0 0 0 0 0 0 0 0
60 7 0 0 0 0 0 0 0 0 0 0 0
61 13 0 0 0 0 0 0 0 0 0 0 0
62 9 0 0 0 0 0 0 0 0 0 0 0
63 14 0 0 0 0 0 0 0 0 0 0 0
64 11 0 0 0 0 0 0 0 0 0 0 0
65 10 0 0 0 0 0 0 0 0 0 0 0
66 15 0 0 0 0 0 0 0 0 0 0 0
67 8 0 0 0 0 0 0 0 0 0 0 0
68 10 0 0 0 0 0 0 0 0 0 0 0
69 6 0 0 0 0 0 0 0 0 0 0 0
70 20 0 0 0 0 0 0 0 0 0 0 0
71 9 0 0 0 0 0 0 0 0 0 0 0
72 14 0 0 0 0 0 0 0 0 0 0 0
73 15 0 0 0 0 0 0 0 0 0 0 0
74 7 0 0 0 0 0 0 0 0 0 0 0
75 14 0 0 0 0 0 0 0 0 0 0 0
76 12 0 0 0 0 0 0 0 0 0 0 0
77 12 0 0 0 0 0 0 0 0 0 0 0
78 20 0 0 0 0 0 0 0 0 0 0 0
79 8 0 0 0 0 0 0 0 0 0 0 0
80 12 0 0 0 0 0 0 0 0 0 0 0
81 12 0 0 0 0 0 0 0 0 0 0 0
82 7 0 0 0 0 0 0 0 0 0 0 0
83 19 0 0 0 0 0 0 0 0 0 0 0
84 5 0 0 0 0 0 0 0 0 0 0 0
85 10 0 0 0 0 0 0 0 0 0 0 0
86 9 0 0 0 0 0 0 0 0 0 0 0
87 9 0 0 0 0 0 0 0 0 0 0 0
88 10 0 0 0 0 0 0 0 0 0 0 0
89 7 0 0 0 0 0 0 0 0 0 0 0
90 3 0 0 0 0 0 0 0 0 0 0 0
91 5 0 0 0 0 0 0 0 0 0 0 0
92 11 0 0 0 0 0 0 0 0 0 0 0
93 4 0 0 0 0 0 0 0 0 0 0 0
94 9 0 0 0 0 0 0 0 0 0 0 0
95 9 0 0 0 0 0 0 0 0 0 0 0
96 6 0 0 0 0 0 0 0 0 0 0 0
97 8 0 0 0 0 0 0 0 0 0 0 0
98 5 0 0 0 0 0 0 0 0 0 0 0
99 15 0 0 0 0 0 0 0 0 0 0 1
100 6 0 0 0 0 0 0 0 0 0 0 0
