AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 58 0 0 0 0 
2 58 0 0 0 0 
3 49 0 0 0 0 
4 58 0 0 0 0 
5 58 0 0 0 0 
6 58 0 0 0 0 
7 58 0 0 0 0 
8 58 0 0 0 0 
9 58 0 0 0 0 
10 58 0 0 0 0 
11 58 0 0 0 0 
