link load
2-1 0.961892
1-2 1
11-1 1
1-11 0.995306
11-2 1
2-11 0.954898
11-10 1
10-11 1
3-2 1
2-3 1
4-3 1
3-4 1
5-4 1
4-5 1
6-5 1
5-6 1
7-6 1
6-7 0.996735
8-4 1
4-8 1
8-7 1
7-8 0.989289
9-3 1
3-9 1
9-8 1
8-9 1
10-9 0.97973
9-10 1
