link load
2-1 1
1-2 -1.993463897355357e-15
11-1 1
1-11 0.137347
11-2 0.366735
2-11 1
11-10 1
10-11 0.399388
3-2 1
2-3 0.0287755
4-3 1
3-4 0.793878
5-4 0.000204082
4-5 1
6-5 1
5-6 0.621633
7-6 1
6-7 0.64449
8-4 1
4-8 0.0812245
8-7 1
7-8 5.39898647331233e-15
9-3 1
3-9 0.387755
9-8 0.00306122
8-9 0.544082
10-9 0.767347
9-10 1
