AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 116 0 0 0 0 
2 107 0 0 0 0 
3 116 0 0 0 0 
4 116 0 0 0 0 
5 116 0 0 0 0 
6 98 0 0 0 0 
7 116 0 0 0 0 
8 116 0 0 0 0 
9 116 0 0 0 0 
10 116 0 0 0 0 
