#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10 AS=11
1 1509 1 0 0 0 0 1 0 0 0 0 0
2 827 1 0 0 0 1 0 0 0 0 0 0
3 575 0 1 0 0 0 1 0 0 0 0 1
4 411 0 0 0 0 0 1 0 0 0 1 0
5 336 1 0 1 0 1 0 0 0 0 0 0
6 272 0 0 0 0 0 1 0 0 0 0 0
7 212 0 0 0 0 0 1 0 0 0 0 0
8 207 1 0 0 0 1 0 0 0 0 0 0
9 185 0 0 0 0 0 0 0 0 0 0 1
10 140 0 0 0 0 1 0 0 0 0 0 0
11 143 0 1 0 0 0 0 0 0 0 0 0
12 130 0 0 0 0 0 0 0 0 0 0 0
13 120 1 0 0 0 0 0 0 0 0 0 0
14 106 0 0 0 1 0 0 0 0 0 0 1
15 87 0 0 0 0 0 0 0 0 0 0 0
16 106 0 0 0 1 0 0 0 0 0 0 0
17 83 0 0 0 0 0 0 0 0 0 0 1
18 68 0 0 0 0 0 0 0 0 0 0 0
19 72 0 0 0 0 0 0 0 0 0 0 0
20 69 0 0 0 0 1 0 0 0 0 0 0
21 75 0 0 0 0 0 0 1 0 0 0 0
22 74 0 1 0 0 0 0 0 0 0 0 0
23 65 0 0 0 0 0 0 0 0 0 0 0
24 56 0 0 0 0 0 0 0 0 0 0 0
25 52 0 0 0 1 0 0 0 0 0 0 0
26 44 0 0 0 0 0 0 0 1 0 0 0
27 67 0 1 0 0 0 0 0 0 0 0 0
28 59 0 0 0 0 0 0 0 0 0 0 0
29 56 0 0 0 0 0 0 0 0 0 0 0
30 47 0 1 0 0 0 0 0 0 0 0 0
31 47 0 0 0 0 0 0 0 0 0 0 0
32 47 0 0 0 0 0 0 0 0 0 0 0
33 44 0 0 0 0 0 0 0 0 0 0 0
34 42 0 0 0 0 0 0 0 0 0 0 0
35 49 0 0 0 1 0 0 0 0 0 0 0
36 50 0 0 1 0 0 0 0 1 0 0 0
37 52 0 0 0 0 0 0 1 0 0 0 0
38 47 0 0 0 0 0 0 0 0 0 0 1
39 35 0 0 0 0 0 0 0 0 0 0 0
40 35 0 0 0 1 0 0 0 0 0 0 0
41 37 0 0 0 0 0 0 0 0 0 0 0
42 38 0 0 0 0 0 0 0 0 0 0 0
43 42 0 0 0 0 0 0 0 0 0 0 0
44 21 0 0 0 0 0 0 0 0 0 0 0
45 45 0 0 0 0 0 0 0 0 0 0 0
46 43 0 0 0 0 0 0 0 0 0 0 0
47 34 0 0 0 0 0 0 0 0 0 0 0
48 44 0 0 0 0 0 0 0 0 0 0 0
49 36 0 0 0 0 0 0 0 0 0 0 0
50 26 0 0 0 0 0 0 0 0 0 0 0
51 36 0 0 0 0 0 0 0 0 0 0 0
52 29 0 0 0 0 0 0 0 0 0 0 0
53 27 0 0 0 0 0 0 0 0 0 0 0
54 30 0 0 0 0 0 0 0 0 0 0 0
55 35 0 0 0 0 0 0 0 0 0 0 0
56 22 0 0 0 0 0 0 0 0 0 0 0
57 31 0 0 0 0 0 0 0 0 0 0 0
58 22 0 0 0 0 0 0 0 0 0 0 0
59 37 0 0 0 0 0 0 0 0 0 0 0
60 28 0 0 0 0 0 0 0 0 0 0 0
61 28 0 0 0 0 0 0 0 1 0 0 0
62 25 0 0 0 0 0 0 0 0 0 0 0
63 22 0 0 0 0 0 0 0 0 0 0 0
64 25 0 0 0 0 0 0 0 1 0 0 0
65 21 0 0 0 0 0 0 0 0 0 0 0
66 14 0 0 0 0 0 0 0 0 0 0 0
67 25 0 0 0 0 0 0 0 0 0 0 0
68 19 0 0 0 0 0 0 0 0 0 0 0
69 28 0 0 0 0 0 0 0 0 0 0 0
70 26 0 0 0 0 0 0 0 0 0 0 0
71 28 0 0 0 0 0 0 0 0 0 0 0
72 27 0 0 0 0 0 0 0 0 0 0 0
73 28 0 0 0 0 0 0 0 0 0 0 0
74 23 0 0 0 0 0 0 0 0 0 0 0
75 17 0 0 0 0 0 0 0 0 0 0 0
76 15 0 0 0 0 0 0 0 0 0 0 0
77 22 0 0 0 0 0 0 0 0 0 0 0
78 21 0 0 0 0 0 0 0 0 0 0 0
79 18 0 0 0 0 0 0 0 0 0 0 0
80 20 0 0 0 0 0 0 0 0 0 0 0
81 18 0 0 0 0 0 0 0 0 0 0 0
82 14 0 0 0 0 0 0 0 0 0 0 0
83 24 0 0 0 0 0 0 0 0 0 0 0
84 18 0 0 0 0 0 0 0 0 0 0 0
85 14 0 0 0 0 0 0 0 0 0 0 0
86 19 0 0 0 0 0 0 0 0 0 0 0
87 12 0 0 0 0 0 0 0 0 0 0 0
88 14 0 0 0 0 0 0 0 0 0 0 0
89 21 0 0 0 0 0 0 0 0 0 0 0
90 25 0 0 0 0 0 0 0 0 0 0 0
91 17 0 0 0 0 0 0 0 0 0 0 0
92 18 0 0 0 0 0 0 0 0 0 0 0
93 12 0 0 0 0 0 0 0 0 0 0 0
94 17 0 0 0 0 0 0 0 0 0 0 0
95 20 0 0 0 0 0 0 0 0 0 0 0
96 25 0 0 0 0 0 0 0 0 0 0 0
97 14 0 0 0 0 0 0 0 0 0 0 0
98 14 0 0 0 0 0 0 0 0 0 0 0
99 14 0 0 0 0 0 0 0 0 0 0 0
100 15 0 0 0 0 0 0 0 0 0 0 0
