AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 1 6 3 2 6 
2 1 3 3 0 8 
3 0 12 2 1 6 
4 0 6 4 0 7 
5 0 20 6 2 2 
6 0 10 3 1 6 
7 0 5 3 1 7 
