AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 0 0 4 3 16 
3 0 2 12 0 14 
4 0 3 6 0 16 
5 0 0 0 0 0 
6 0 0 0 0 0 
7 0 0 0 0 0 
8 0 0 0 0 0 
9 0 6 6 0 16 
10 3 6 7 3 13 
