AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 17 6 0 4 
2 0 10 2 3 5 
3 0 10 6 2 4 
4 0 10 3 1 6 
5 2 22 4 1 3 
6 0 5 3 1 7 
7 3 15 3 2 4 
