#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10 AS=11
1 3270 0 0 0 0 1 1 0 0 0 0 0
2 1522 0 0 0 0 0 0 0 0 0 0 0
3 1047 0 0 0 0 0 0 0 0 0 1 0
4 784 0 0 0 0 0 0 0 0 0 0 0
5 601 0 0 0 0 0 0 0 0 0 0 0
6 519 0 0 0 0 0 0 0 0 0 0 0
7 425 0 0 0 0 0 0 0 0 0 0 0
8 399 0 0 0 0 0 0 0 0 0 0 0
9 350 0 0 0 0 0 0 0 0 0 0 0
10 324 0 0 0 0 0 0 0 0 0 0 0
11 304 0 0 0 0 0 0 0 0 0 0 0
12 287 0 0 0 0 0 0 0 0 0 0 0
13 250 0 0 0 0 0 0 0 0 0 0 0
14 227 0 0 0 0 0 0 0 0 0 0 0
15 205 0 0 0 0 0 0 0 0 0 0 0
16 195 0 0 0 0 0 0 0 0 0 0 0
17 177 0 0 0 0 0 0 0 0 0 0 0
18 164 0 0 0 0 0 0 0 0 0 0 0
19 162 0 0 0 0 0 0 0 0 0 0 0
20 159 0 0 0 0 0 0 0 0 0 0 1
21 154 0 0 0 0 0 0 0 0 0 0 0
22 147 0 0 0 0 0 0 0 0 0 0 0
23 132 0 0 0 0 0 0 0 0 0 0 0
24 130 0 0 0 0 0 0 0 0 0 0 0
25 128 0 0 0 0 0 0 0 0 0 0 0
26 121 0 0 0 0 0 0 0 0 0 0 0
27 119 0 0 0 0 0 0 0 0 0 0 0
28 120 0 0 0 0 0 0 0 0 0 0 0
29 103 0 0 0 0 0 0 0 0 0 0 0
30 112 0 0 0 0 0 0 0 0 0 0 0
31 90 0 0 0 0 0 0 0 0 1 0 0
32 106 0 0 0 0 0 0 0 0 0 0 0
33 93 0 0 0 0 0 0 0 0 0 0 0
34 91 0 0 0 0 0 0 0 0 0 0 0
35 90 0 0 0 0 0 0 0 0 0 0 0
36 84 0 0 0 0 0 0 0 0 0 0 0
37 93 0 0 0 0 0 0 0 0 0 0 0
38 76 0 0 0 0 0 0 0 0 0 0 0
39 75 0 0 0 0 0 0 0 0 0 0 0
40 83 0 0 0 0 0 0 0 0 0 0 0
41 93 0 0 0 0 0 0 0 0 0 0 0
42 77 0 0 0 0 0 0 0 0 0 0 0
43 56 0 0 0 0 0 0 0 0 0 0 0
44 63 0 0 0 0 0 0 0 0 0 0 0
45 61 0 0 0 0 0 0 0 0 0 0 0
46 60 0 0 0 0 0 0 0 0 0 0 0
47 54 0 0 0 0 0 0 0 0 0 0 0
48 61 0 0 0 0 0 0 0 0 0 0 0
49 58 0 0 0 0 0 0 0 0 0 0 0
50 69 0 0 0 0 0 0 0 0 0 0 0
51 63 0 0 0 0 0 0 0 0 0 0 0
52 58 0 0 0 0 0 0 0 0 0 0 0
53 72 0 0 0 0 0 0 0 0 0 0 0
54 67 0 0 0 0 0 0 0 0 0 0 0
55 59 0 0 0 0 0 0 0 0 0 0 0
56 55 0 0 0 0 0 0 0 0 0 0 0
57 60 0 0 0 0 0 0 0 0 0 0 0
58 59 0 0 0 0 0 0 0 0 0 0 0
59 55 0 0 0 0 0 0 0 0 0 0 0
60 52 0 0 0 0 0 0 0 0 0 0 0
61 45 0 0 0 0 0 0 0 0 0 0 0
62 51 0 0 0 0 0 0 0 0 0 0 0
63 54 0 0 0 0 0 0 0 0 0 0 0
64 47 0 0 0 0 0 0 0 0 0 0 0
65 51 0 0 0 0 0 0 0 0 0 0 0
66 42 0 0 0 0 0 0 0 0 0 0 0
67 48 0 0 0 0 0 0 0 0 0 0 0
68 32 0 0 0 0 0 0 0 0 0 0 0
69 44 0 0 0 0 0 0 0 0 0 0 0
70 46 0 0 0 0 0 0 0 0 0 0 0
71 53 0 0 0 0 0 0 0 0 0 0 0
72 39 0 0 0 0 0 0 0 0 0 0 0
73 42 0 0 0 0 0 0 0 0 0 0 0
74 51 0 1 0 0 0 0 0 0 0 0 0
75 34 0 0 0 0 0 0 0 0 0 0 0
76 33 0 0 0 0 0 0 0 0 0 0 0
77 44 0 0 0 0 0 0 0 0 0 0 0
78 33 0 0 0 0 0 0 0 0 0 0 0
79 42 0 0 0 0 0 0 0 0 0 0 0
80 38 0 0 0 0 0 0 0 0 0 0 0
81 40 0 0 0 0 0 0 0 0 0 0 0
82 41 0 0 0 0 0 0 0 0 0 0 0
83 39 0 0 0 0 0 0 0 0 0 0 0
84 33 0 0 0 0 0 0 0 0 0 0 0
85 39 0 0 0 0 0 0 0 0 0 0 0
86 41 0 0 0 0 0 0 0 0 0 0 0
87 36 0 0 0 0 0 0 0 0 0 0 0
88 49 0 0 0 0 0 0 0 0 0 0 0
89 32 0 0 0 0 0 0 0 0 0 0 0
90 31 0 0 0 0 0 0 0 0 0 0 0
91 32 0 0 0 0 0 0 0 0 0 0 0
92 25 0 0 0 0 0 0 0 0 0 0 0
93 36 0 0 0 0 0 0 0 0 0 0 0
94 38 0 0 0 0 0 0 0 0 0 0 0
95 32 0 0 0 0 0 0 0 0 0 0 0
96 26 0 0 0 0 0 0 0 0 0 0 0
97 24 0 0 0 0 0 0 0 0 0 0 0
98 38 0 0 0 0 0 0 0 0 0 0 0
99 27 0 0 0 0 0 0 0 0 0 0 0
100 40 0 0 0 0 0 0 0 0 0 0 0
