AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 49 14 3 1 1 
2 37 21 2 1 1 
3 34 14 3 0 3 
4 48 12 4 1 1 
5 73 3 1 1 2 
6 24 14 1 1 4 
7 41 1 6 1 3 
8 42 7 0 0 5 
9 60 9 0 0 3 
10 43 8 0 1 4 
