link load
1-2 0.981311
2-1 1
2-3 1
3-2 1
2-4 1
4-2 1
4-5 1
5-4 0.866117
2-6 1
6-2 1
3-7 0.988776
7-3 1
6-8 0.983061
8-6 0.878119
3-9 1
9-3 0.500408
2-10 1
10-2 0.986491
