link load
2-1 0.371429
1-2 0
11-1 0
1-11 0
11-2 0.957143
2-11 1
11-10 1
10-11 0
3-2 1
2-3 0.957143
4-3 0.606122
3-4 0.973061
5-4 0
4-5 0.995918
6-5 0.0638776
5-6 1
7-6 0.403673
6-7 1
8-4 1
4-8 0.973061
8-7 1
7-8 0
9-3 0.973061
3-9 0.563265
9-8 0.563265
8-9 1
10-9 0.248571
9-10 1
