AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 14 90 
2 0 0 0 4 97 
3 0 0 28 0 88 
4 0 0 21 0 91 
5 0 0 0 0 100 
6 0 0 0 7 95 
7 0 0 28 0 88 
8 0 0 27 2 87 
9 0 0 1 12 91 
10 0 0 28 0 88 
