AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 6 10 4 2 2 
2 0 0 0 0 0 
3 0 0 0 0 0 
4 0 0 0 0 0 
5 6 10 4 2 2 
6 0 0 0 0 0 
7 5 10 4 2 2 
8 2 10 4 2 2 
9 2 10 4 2 2 
10 0 0 0 0 0 
