link load
1-2 0.875918
2-1 0.971224
2-3 1
3-2 1
2-4 1
4-2 1
4-5 1
5-4 1
2-6 1
6-2 1
3-7 1
7-3 0.852741
6-8 1
8-6 0.976531
3-9 0.916531
9-3 1
2-10 1
10-2 0.983878
