link load
2-1 1
1-2 0.624286
11-1 1
1-11 0.418571
11-2 0.925306
2-11 1
11-10 1
10-11 0.298163
3-2 0.973265
2-3 1
4-3 0.974694
3-4 1
5-4 0.0753061
4-5 1
6-5 0.143878
5-6 1
7-6 1
6-7 0.875306
8-4 1
4-8 0.286327
8-7 1
7-8 8.968354403786718e-16
9-3 0.951429
3-9 1
9-8 0.208163
8-9 1
10-9 0.0210204
9-10 1
