link load
2-1 1
1-2 0.0830612
11-1 0.806327
1-11 1
11-2 1
2-11 1
11-10 1
10-11 0.546327
3-2 1
2-3 0.675918
4-3 1
3-4 0.799796
5-4 0.0246939
4-5 1
6-5 0.998163
5-6 1
7-6 0.977347
6-7 1
8-4 1
4-8 0.50102
8-7 1
7-8 1.113666981762769e-17
9-3 1
3-9 0.916939
9-8 0
8-9 1
10-9 1.484889309017026e-17
9-10 1
