AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 2 2 2 2 
2 0 2 2 0 0 
3 0 2 2 0 1 
4 1 2 2 0 2 
5 2 2 2 2 2 
6 1 2 2 2 2 
7 2 2 2 2 2 
8 0 2 2 2 2 
9 2 2 2 2 2 
10 1 2 2 0 1 
