AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 0 0 0 0 0 
3 0 5 0 0 4 
4 2 2 1 0 4 
5 0 0 0 0 0 
6 0 0 0 0 0 
7 0 0 3 1 3 
8 0 0 0 0 0 
9 2 2 1 0 4 
10 2 7 1 0 3 
