link load
1-2 0.999592
2-1 1
1-3 0.999796
3-1 1
1-4 1
4-1 0.998571
2-5 0.999592
5-2 1
5-6 0.999592
6-5 1
1-7 0.999184
7-1 1
6-8 0.99898
8-6 1
8-9 0.99898
9-8 1
6-10 1
10-6 0.999388
