AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 11 15 16 28 20 
2 9 10 13 28 20 
3 2 7 31 28 20 
4 10 4 46 28 20 
5 8 8 14 28 20 
6 10 5 12 28 20 
7 10 5 46 28 20 
8 7 6 16 28 20 
9 4 25 46 28 20 
10 7 10 34 28 20 
