AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 100 
2 0 0 0 0 100 
3 0 0 5 11 90 
4 0 0 3 26 80 
5 0 0 0 1 99 
6 0 0 0 0 100 
7 0 0 14 21 79 
8 0 0 0 4 97 
9 0 0 2 24 82 
10 0 0 6 16 86 
