link load
2-1 0.185714
1-2 0
11-1 1
1-11 1
11-2 0.00244898
2-11 0
11-10 1
10-11 1
3-2 0
2-3 0.00367347
4-3 0
3-4 0.154286
5-4 1.484889309017026e-17
4-5 0.302449
6-5 1
5-6 1
7-6 0.0281633
6-7 0
8-4 0.0165306
4-8 0
8-7 1
7-8 1
9-3 0.0759184
3-9 0
9-8 0
8-9 0.0318367
10-9 1
9-10 1
