#q1_cache #q1_prod #q2_cache #q2_prod #q3_cache #q3_prod #q4_cache #q4_prod #q5_cache #q5_prod tot_req
277.886 9 745 159.325 627.04 1255.68 662 23.96 2416.11 1575 7863
