link load
2-1 1
1-2 0.117347
11-1 1
1-11 0.00204082
11-2 1
2-11 1
11-10 0.0734694
10-11 1
3-2 0.882653
2-3 0
4-3 0.930408
3-4 0
5-4 0.932449
4-5 1
6-5 0.891429
5-6 1
7-6 1
6-7 0.961429
8-4 0.997959
4-8 0
8-7 1
7-8 0.802041
9-3 0
3-9 0.0477551
9-8 0
8-9 0
10-9 0.000204082
9-10 1
