AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 14 9 3 1 5 
2 29 9 1 3 3 
3 12 14 8 1 2 
4 22 9 3 0 5 
5 13 12 3 3 3 
6 24 13 3 0 4 
7 24 13 2 2 3 
8 33 8 2 1 4 
9 17 9 4 0 5 
10 21 3 9 1 3 
