link load
1-2 1
2-1 1
2-3 1
3-2 1
1-4 0.79551
4-1 1
3-5 1
5-3 1
5-6 1
6-5 0.96208
3-7 0.99102
7-3 1
7-8 0.808163
8-7 1
5-9 0.937347
9-5 1
3-10 0.881293
10-3 0.962245
