#rank	load_0.25_mean	load_0.25_conf	load_0.5_mean	load_0.5_conf	load_1_mean	load_1_conf	load_1.5_mean	load_1.5_conf	load_2_mean	load_2_conf	load_4_mean	load_4_conf	load_8_mean	load_8_conf
567	1.5	0.4382693236	1.1428571429	0.28	1	0	0.75	0.3207802986	0.75	0.3207802986	0.9	0.196	0	0
568	1	0	1	0	1	0	1	0	0.8571428571	0.28	0.8888888889	0.2177777778	0	0
569	NaN	NaN	1	0	1	0	0.625	0.3586432768	0.875	0.245	0.9	0.196	0	0
570	1	0	1	0	1	0	0.8333333333	0.3266666667	0.8571428571	0.28	0.9	0.196	0	0
571	1.6666666667	0.6533333333	1	0	1	0	1	0	0.8571428571	0.28	0.8888888889	0.2177777778	0	0
572	1	0	1	0	1	0	0.75	0.49	0.5714285714	0.3959797975	0.9	0.196	0	0
573	1	0	1	0	1	0	0.875	0.245	0.6666666667	0.3266666667	0.9	0.196	0	0
574	1.5	0.98	1	0	1	0	0.75	0.3207802986	0.4444444444	0.3443369008	0.9	0.196	0	0
575	1	0	1	0	1	0	0.8571428571	0.28	0.4	0.3200666597	0.9	0.196	0.2	0.2613333333
576	1	0	1.3333333333	0.6533333333	1	0	0.6666666667	0.4132042809	0.6666666667	0.4132042809	1	0	0.3	0.2993949454
577	1.3333333333	0.6533333333	1.25	0.49	1	0	0.875	0.245	0.625	0.3586432768	0.8888888889	0.2177777778	0.3	0.2993949454
578	1.3333333333	0.4132042809	1.1666666667	0.3266666667	1	0	0.5555555556	0.3443369008	0.4444444444	0.3443369008	0.9	0.196	0.4	0.3200666597
579	1	0	1	0	1	0	0.8333333333	0.3266666667	0.3333333333	0.4132042809	0.9	0.196	0.4	0.3200666597
580	1	0	1	0	1	0	0.875	0.245	0.3333333333	0.3266666667	0.9	0.196	0.8	0.2613333333
581	1	0	1.3333333333	0.6533333333	1	0	0.8333333333	0.3266666667	0.25	0.3207802986	0.9	0.196	0.7142857	0.2861545936
582	NaN	NaN	1	0	1	0	0.75	0.3207802986	0.5	0.3704051835	0.8888888889	0.2177777778	0.8888888889	0.2177777778
583	2	0	1	0	1	0	0.8333333333	0.3266666667	0.5	0.3704051835	0.875	0.245	0.9	0.196
584	1	0	1	0	1	0	0.8	0.392	0.125	0.245	0.9	0.196	0.9	0.196
585	2	0	1	0	1	0	1	0	0.3333333333	0.3266666667	0.8888888889	0.2177777778	0.9	0.196
586	1	0	1	0	1	0	0.75	0.49	0.1666666667	0.3266666667	0.875	0.245	0.9	0.196
587	NaN	NaN	1	0	1	0	0.5	0.5658032638	0.2	0.392	0.8888888889	0.2177777778	0.9	0.196
588	1.3333333333	0.6533333333	1	0	1	0	0.75	0.3207802986	0.1111111111	0.2177777778	0.9	0.196	0.9	0.196
589	NaN	NaN	1	0	1	0	0.3333333333	0.6533333333	0	0	0.875	0.245	0.9	0.196
590	1	0	1	0	1	0	0.875	0.245	0.2222222222	0.2880929205	0.8888888889	0.2177777778	0.9	0.196
591	1.5	0.98	1	0	1	0	0.8	0.392	0.1666666667	0.3266666667	0.8888888889	0.2177777778	0.9	0.196
592	1.5	0.98	1	0	1	0	0.8	0.392	0	0	0.9	0.196	0.9	0.196
593	1	0	1	0	1	0	0.8	0.392	0	0	0.9	0.196	0.9	0.196
594	NaN	NaN	1	0	1	0	0.8333333333	0.3266666667	0.2857142857	0.3614784456	0.8888888889	0.2177777778	0.9	0.196
595	NaN	NaN	1	0	1	0	0.75	0.49	0	0	0.8888888889	0.2177777778	0.9	0.196
596	1	0	1	0	1	0	0.8333333333	0.3266666667	0.3333333333	0.4132042809	0.833333375	0.2469367736	0.9	0.196
597	2	0	1	0	1	0	1	0	0.1428571429	0.28	0.8	0.2613333333	0.9	0.196
598	1	0	1	0	1	0	0.625	0.3586432768	0.2222222222	0.2880929205	0.8	0.2613333333	0.8666667	0.199596616
599	2	0	1	0	1	0	0.6666666667	0.4132042809	0.25	0.3207802986	0.8	0.2613333333	0.8	0.2613333333
600	NaN	NaN	1	0	1	0	0.6666666667	0.4132042809	0	0	0.8	0.2613333333	0.8	0.2613333333
601	1.5	0.98	1	0	1	0	0.6666666667	0.4132042809	0.1428571429	0.28	0.8	0.2613333333	0.8	0.2613333333
602	1.5	0.98	1.2	0.392	1	0	0.8571428571	0.28	0.125	0.245	0.8	0.2613333333	0.8	0.2613333333
603	1	0	1	0	1	0	1	0	0.1666666667	0.3266666667	0.7777777778	0.2880929205	0.8	0.2613333333
604	NaN	NaN	1	0	1	0	0.8571428571	0.28	0.125	0.245	0.7777777778	0.2880929205	0.8	0.2613333333
605	NaN	NaN	NaN	NaN	1	0	0.6	0.4800999896	0.3333333333	0.4132042809	0.8	0.2613333333	0.8	0.2613333333
606	1.3333333333	0.6533333333	1	0	1	0	1	0	0.125	0.245	0.7777777778	0.2880929205	0.8	0.2613333333
607	1.5	0.98	1	0	1	0	0.8333333333	0.3266666667	0	0	0.8	0.2613333333	0.8	0.2613333333
608	1	0	1	0	1	0	0.8571428571	0.28	0.25	0.3207802986	0.875	0.245	0.8	0.2613333333
609	1	0	1	0	1	0	1	0	0.1428571429	0.28	0.8888888889	0.2177777778	0.8	0.2613333333
610	NaN	NaN	1	0	1	0	1	0	0.1666666667	0.3266666667	0.875	0.245	0.8	0.2613333333
611	1.5	0.98	1	0	1	0	1	0	0.1428571429	0.28	0.7777777778	0.2880929205	0.8	0.2613333333
612	1	0	1	0	1	0	0.75	0.3207802986	0.125	0.245	0.8	0.2613333333	0.8	0.2613333333
613	1.3333333333	0.6533333333	1	0	1	0	0.8571428571	0.28	0.2857142857	0.3614784456	0.8	0.2613333333	0.8	0.2613333333
614	1.5	0.98	1	0	1	0	0.8333333333	0.3266666667	0.4285714286	0.3959797975	0.7777777778	0.2880929205	0.8	0.2613333333
615	1	0	1	0	1	0	0.7142857143	0.3614784456	0	0	0.75	0.3207802986	0.8	0.2613333333
616	NaN	NaN	1	0	1	0	0.6666666667	0.4132042809	0	0	0.6666666667	0.3266666667	0.8	0.2613333333
617	1	0	1	0	1	0	0.8333333333	0.3266666667	0.125	0.245	0.7	0.2993949454	0.8	0.2613333333
618	1	0	1	0	1	0	0.7142857143	0.3614784456	0.2857142857	0.3614784456	0.625	0.3586432768	0.8	0.2613333333
619	1.5	0.98	1	0	1	0	0.5714285714	0.3959797975	0.125	0.245	0.66	0.2924715827	0.8	0.2613333333
620	NaN	NaN	1	0	1	0	0.5	0.5658032638	0	0	0.5	0.3704051835	0.8	0.2613333333
621	1	0	1	0	1	0	0.6	0.4800999896	0	0	0.5555555556	0.3443369008	0.8	0.2613333333
622	1.3333333333	0.6533333333	1.3333333333	0.6533333333	1	0	0.75	0.49	0	0	0.6	0.3200666597	0.8	0.2613333333
623	NaN	NaN	1	0	1	0	1	0	0	0	0.5714285714	0.3959797975	0.8	0.2613333333
624	1.3333333333	0.6533333333	1	0	1	0	0.8571428571	0.28	0.125	0.245	0.6666666667	0.3266666667	0.8	0.2613333333
625	1.5	0.98	1	0	1	0	1	0	0.1666666667	0.3266666667	0.5555555556	0.3443369008	0.8	0.2613333333
626	1	0	1.25	0.49	1	0	0.8333333333	0.3266666667	0.3333333333	0.4132042809	0.5	0.3266666667	0.8	0.2613333333
627	2	0	1	0	1	0	1	0	0	0	0.5	0.3266666667	0.8	0.2613333333
628	NaN	NaN	1	0	1	0	0.8333333333	0.3266666667	0	0	0.4444444444	0.3443369008	0.8	0.2613333333
629	1.5	0.98	1.2	0.392	1	0	0.8571428571	0.28	0.2857142857	0.3614784456	0.375	0.3586432768	0.8	0.2613333333
630	1	0	1.5	0.98	1	0	0.8333333333	0.3266666667	0.2857142857	0.3614784456	0.5	0.3266666667	0.8	0.2613333333
631	1.5	0.98	1	0	1	0	0.8	0.392	0	0	0.5111111111	0.3273917878	0.8	0.2613333333
632	1	0	1	0	1	0	0.6666666667	0.4132042809	0.1428571429	0.28	0.375	0.3586432768	0.8	0.2613333333
633	NaN	NaN	1	0	1	0	1	0	0.3333333333	0.4132042809	0.2222222222	0.2880929205	0.8	0.2613333333
634	1	0	1	0	1	0	0.8333333333	0.3266666667	0.5714285714	0.3959797975	0.375	0.3586432768	0.8	0.2613333333
635	1	0	1	0	1	0	1	0	0.2857142857	0.3614784456	0.2222222222	0.2880929205	0.8	0.2613333333
636	NaN	NaN	NaN	NaN	1	0	0.5	0.5658032638	0.375	0.3586432768	0.25	0.2633670864	0.8	0.2613333333
637	NaN	NaN	NaN	NaN	1	0	1	0	0.6	0.4800999896	0.25	0.3207802986	0.7	0.2993949454
638	1	0	1	0	1	0	0.8	0.392	0	0	0	0	0.8	0.2613333333
639	1	0	1	0	1	0	0.75	0.3207802986	0.2222222222	0.2880929205	0.1	0.196	0.8	0.2613333333
640	NaN	NaN	1	0	1	0	0.75	0.49	0.1666666667	0.3266666667	0.1111111111	0.2177777778	0.8	0.2613333333
641	1	0	1.3333333333	0.6533333333	1	0	1	0	0.25	0.3207802986	0.1	0.196	0.8	0.2613333333
642	1.5	0.98	1	0	1	0	0.7777777778	0.2880929205	0.3333333333	0.3266666667	0.1	0.196	0.8	0.2613333333
643	1.5	0.98	1	0	1	0	0.8	0.392	0.3333333333	0.4132042809	0.1111111111	0.2177777778	0.8	0.2613333333
644	NaN	NaN	NaN	NaN	1	0	0.4	0.4800999896	0	0	0.1111111111	0.2177777778	0.8	0.2613333333
645	NaN	NaN	1	0	1	0	1	0	0.6	0.4800999896	0	0	0.7777777778	0.2880929205
646	1	0	1	0	1	0	1	0	0.1428571429	0.28	0	0	0.8	0.2613333333
647	1.5	0.98	1	0	1	0	0.8333333333	0.3266666667	0.375	0.3586432768	0	0	0.8	0.2613333333
648	NaN	NaN	NaN	NaN	1	0	0.5	0.5658032638	0.2857142857	0.3614784456	0	0	0.7777777778	0.2880929205
649	1	0	1	0	1	0	0.5714285714	0.3959797975	0.5	0.3704051835	0	0	0.8	0.2613333333
650	1	0	1	0	1	0	0.6666666667	0.4132042809	0.3333333333	0.4132042809	0	0	0.8	0.2613333333
651	NaN	NaN	1	0	1	0	0.6	0.4800999896	0.1428571429	0.28	0	0	0.8	0.2613333333
652	2	0	1	0	1	0	0.4	0.4800999896	0.1428571429	0.28	0	0	0.8	0.2613333333
653	1	0	1	0	1	0	0.75	0.49	0.5	0.4382693236	0	0	0.8	0.2613333333
654	1	0	1	0	1	0	0.5714285714	0.3959797975	0.3333333333	0.3266666667	0	0	0.8	0.2613333333
655	1	0	1	0	1	0	0.75	0.49	0.2857142857	0.3614784456	0	0	0.8	0.2613333333
656	2	0	1	0	1	0	0.6	0.4800999896	0.1428571429	0.28	0	0	0.8	0.2613333333
657	2	0	1	0	1	0	0.5	0.4382693236	0.1428571429	0.28	0	0	0.6666666667	0.3266666667
658	1	0	1	0	1	0	0.2	0.392	0.2	0.392	0	0	0.6	0.3200666597
659	1	0	1	0	1	0	0.5	0.5658032638	0	0	0	0	0.6666666667	0.3266666667
660	1	0	1	0	1	0	0.5714285714	0.3959797975	0.125	0.245	0	0	0.5142857	0.3184294865
661	NaN	NaN	1	0	1	0	0.25	0.49	0.5	0.5658032638	0	0	0.5	0.3266666667
662	1	0	1	0	1	0	0.5	0.5658032638	0.1428571429	0.28	0	0	0.3	0.2993949454
663	1	0	1	0	1	0	0.4	0.4800999896	0.1666666667	0.3266666667	0	0	0.275	0.2776666667
664	NaN	NaN	NaN	NaN	1	0	0.6666666667	0.6533333333	0.1666666667	0.3266666667	0	0	0.1	0.196
665	1.5	0.98	1	0	1	0	0.6666666667	0.4132042809	0.125	0.245	0	0	0	0
666	1	0	1	0	1	0	0.6666666667	0.4132042809	0.125	0.245	0	0	0	0
667	1.5	0.98	1	0	1	0	0.6666666667	0.4132042809	0.1666666667	0.3266666667	0	0	0	0
668	1	0	1	0	1	0	0.6666666667	0.3266666667	0.1111111111	0.2177777778	0	0	0	0
669	1.3333333333	0.6533333333	1	0	1	0	0.75	0.3207802986	0.375	0.3586432768	0	0	0	0
670	2	0	1	0	1	0	0.5	0.5658032638	0	0	0	0	0	0
671	1	0	1	0	1	0	0.8	0.392	0.4285714286	0.3959797975	0	0	0	0
672	1	0	1	0	1	0	0.3333333333	0.6533333333	0.4	0.4800999896	0	0	0	0
673	1	0	1.5	0.98	1	0	0.5	0.4382693236	0.3333333333	0.4132042809	0	0	0	0
674	NaN	NaN	1	0	1	0	0.3333333333	0.6533333333	0.25	0.49	0	0	0	0
675	1	0	1.3333333333	0.6533333333	1	0	0.4285714286	0.3959797975	0	0	0	0	0	0
676	2	0	1	0	1	0	0.6666666667	0.4132042809	0.125	0.245	0	0	0	0
677	1	0	1	0	0.8	0.392	0.8333333333	0.3266666667	0.1428571429	0.28	0	0	0	0
678	1.6666666667	0.6533333333	1	0	1	0	0.6	0.4800999896	0.2	0.392	0	0	0	0
679	1.5	0.98	1	0	1	0	0.6	0.4800999896	0.2857142857	0.3614784456	0	0	0	0
680	1.5	0.98	1	0	1	0	0.3333333333	0.4132042809	0.2222222222	0.2880929205	0	0	0	0
681	2	0	1	0	1	0	0.5	0.4382693236	0.1666666667	0.3266666667	0	0	0	0
682	1	0	1	0	1	0	1	0	0.1666666667	0.3266666667	0	0	0	0
683	1.6666666667	0.6533333333	1.6666666667	0.6533333333	1	0	0.5	0.4382693236	0	0	0	0	0	0
684	1.5	0.98	1	0	1	0	0.6	0.4800999896	0.1666666667	0.3266666667	0	0	0	0
685	1	0	1.3333333333	0.6533333333	1	0	0.5	0.4382693236	0.1428571429	0.28	0	0	0	0
686	1.5	0.98	1.3333333333	0.6533333333	1	0	0.5	0.4382693236	0.2222222222	0.2880929205	0	0	0	0
687	1	0	1	0	1	0	0.5	0.4382693236	0.2857142857	0.3614784456	0	0	0	0
688	1.6666666667	0.4132042809	1	0	1	0	0.375	0.3586432768	0.2222222222	0.2880929205	0	0	0	0
689	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.2	0.392	0	0	0	0
690	2	0	1.25	0.49	1	0	0	0	0.1428571429	0.28	0	0	0	0
691	1	0	1	0	1	0	0.2857142857	0.3614784456	0.125	0.245	0	0	0	0
692	1	0	1	0	1	0	0.25	0.3207802986	0.125	0.245	0	0	0	0
693	2	0	1.2	0.392	1	0	0.1666666667	0.3266666667	0.1666666667	0.3266666667	0	0	0	0
694	1	0	1	0	1	0	0.4	0.4800999896	0	0	0	0	0	0
695	NaN	NaN	NaN	NaN	1	0	0.25	0.49	0.2857142857	0.3614784456	0	0	0	0
696	1.5	0.98	1	0	1	0	0.3333333333	0.6533333333	0.1666666667	0.3266666667	0	0	0	0
697	NaN	NaN	1	0	1	0	0.5	0.4382693236	0.1428571429	0.28	0	0	0	0
698	1	0	1	0	1	0	1	0	0.3333333333	0.6533333333	0	0	0	0
699	1	0	1	0	1	0	0.5	0.5658032638	0	0	0	0	0	0
700	NaN	NaN	1	0	1	0	0.1666666667	0.3266666667	0.1666666667	0.3266666667	0	0	0	0
701	1	0	1.3333333333	0.6533333333	1	0	0.4	0.4800999896	0.1428571429	0.28	0	0	0	0
702	1	0	1	0	1	0	0.6	0.4800999896	0.2	0.392	0	0	0	0
703	1.5	0.98	1	0	1	0	0	0	0.4285714286	0.3959797975	0	0	0	0
704	1.5	0.98	1	0	1	0	0.5714285714	0.3959797975	0.2857142857	0.3614784456	0	0	0	0
705	NaN	NaN	NaN	NaN	1	0	0.4	0.4800999896	0	0	0	0	0	0
706	1	0	1	0	1	0	0.5	0.3704051835	0.125	0.245	0	0	0	0
707	1.5	0.98	1	0	1	0	0.5	0.5658032638	0.1666666667	0.3266666667	0	0	0	0
708	NaN	NaN	1	0	1	0	0.4	0.4800999896	0.2857142857	0.3614784456	0	0	0	0
709	1.25	0.49	1	0	1	0	0.25	0.3207802986	0.125	0.245	0	0	0	0
710	1.6666666667	0.6533333333	1	0	1	0	0.3333333333	0.4132042809	0.3333333333	0.4132042809	0	0	0	0
711	1	0	1.5	0.98	1	0	0.375	0.3586432768	0.3333333333	0.3266666667	0	0	0	0
712	1.3333333333	0.6533333333	1	0	1	0	0.4285714286	0.3959797975	0.1428571429	0.28	0	0	0	0
713	1	0	1	0	1	0	0.6666666667	0.4132042809	0.4285714286	0.3959797975	0	0	0	0
714	1.6666666667	0.6533333333	1	0	1	0	0.5	0.5658032638	0	0	0	0	0	0
715	1	0	1	0	1	0	0.5	0.5658032638	0	0	0	0	0	0
716	1	0	1	0	1	0	0.5714285714	0.3959797975	0	0	0	0	0	0
717	2	0	1	0	1	0	0	0	0.25	0.49	0	0	0	0
718	1.5	0.98	1	0	1	0	0.5	0.4382693236	0.125	0.245	0	0	0	0
719	NaN	NaN	1	0	1	0	0.5	0.5658032638	0.2857142857	0.3614784456	0	0	0	0
720	2	0	1	0	1	0	0.2	0.392	0	0	0	0	0	0
721	2	0	1	0	1	0	0.25	0.49	0.1428571429	0.28	0	0	0	0
722	2	0	1	0	1	0	0.3333333333	0.4132042809	0.1666666667	0.3266666667	0	0	0	0
723	1.6666666667	0.6533333333	1.3333333333	0.6533333333	1	0	0.25	0.49	0.25	0.49	0	0	0	0
724	1	0	1	0	1	0	0.4	0.4800999896	0.1428571429	0.28	0	0	0	0
725	1.3333333333	0.6533333333	1	0	1	0	0.3333333333	0.4132042809	0.1666666667	0.3266666667	0	0	0	0
726	1.5	0.98	1	0	1	0	0.4285714286	0.3959797975	0.125	0.245	0	0	0	0
727	NaN	NaN	1	0	1	0	0.5	0.5658032638	0	0	0	0	0	0
728	1.3333333333	0.6533333333	1	0	1	0	0.25	0.49	0.1666666667	0.3266666667	0	0	0	0
729	NaN	NaN	1	0	1	0	0.7142857143	0.3614784456	0.2857142857	0.3614784456	0	0	0	0
730	1	0	1	0	1	0	0.8	0.392	0.1428571429	0.28	0	0	0	0
731	1	0	1	0	1	0	0.6	0.4800999896	0.3333333333	0.4132042809	0	0	0	0
732	1	0	1	0	1	0	0.8571428571	0.28	0.1428571429	0.28	0	0	0	0
733	1	0	1	0	1	0	0.8888888889	0.2177777778	0.4444444444	0.3443369008	0	0	0	0
734	1	0	1	0	1	0	0.5	0.5658032638	0	0	0	0	0	0
735	2	0	1	0	1	0	0.8	0.2613333333	0.3	0.2993949454	0	0	0	0
736	1	0	1	0	1	0	0.5	0.5658032638	0.2	0.392	0	0	0	0
737	1	0	1.5	0.98	1	0	0.7142857143	0.3614784456	0.25	0.3207802986	0	0	0	0
738	1	0	1	0	1	0	1	0	0	0	0	0	0	0
739	1.5	0.98	1	0	1	0	0.8333333333	0.3266666667	0.3333333333	0.4132042809	0	0	0	0
740	1.5	0.98	1	0	1	0	0.8	0.392	0.6666666667	0.4132042809	0	0	0	0
741	NaN	NaN	1	0	1	0	1	0	0.5	0.5658032638	0	0	0	0
742	NaN	NaN	1	0	1	0	0.6	0.4800999896	0.3333333333	0.4132042809	0	0	0	0
743	2	0	1	0	1	0	0.75	0.49	0	0	0	0	0	0
744	1.5	0.98	1	0	1	0	1	0	0.25	0.49	0	0	0	0
745	NaN	NaN	1	0	1	0	0.8333333333	0.3266666667	0	0	0	0	0	0
746	1.5	0.98	1	0	1	0	0.8571428571	0.28	0.1428571429	0.28	0	0	0	0
747	1	0	1	0	1	0	0.75	0.49	0.2	0.392	0	0	0	0
748	1	0	1	0	1	0	1	0	0.1428571429	0.28	0	0	0	0
749	NaN	NaN	NaN	NaN	1	0	0.75	0.49	0.1666666667	0.3266666667	0	0	0	0
750	1	0	1	0	1	0	1	0	0.1428571429	0.28	0	0	0	0
751	NaN	NaN	1.5	0.98	1	0	0.8333333333	0.3266666667	0.1666666667	0.3266666667	0	0	0	0
752	1	0	1	0	1	0	1	0	0	0	0	0	0	0
753	NaN	NaN	NaN	NaN	1	0	1	0	0.2	0.392	0	0	0	0
754	1.5	0.5658032638	1	0	1	0	0.8	0.392	0.5	0.4382693236	0	0	0	0
755	NaN	NaN	1	0	1	0	1	0	0.3333333333	0.4132042809	0	0	0	0
756	1	0	1	0	1	0	1	0	0.1428571429	0.28	0	0	0	0
757	NaN	NaN	1	0	1	0	0.75	0.49	0	0	0	0	0	0
758	1.5	0.98	1	0	1	0	1	0	0.25	0.49	0	0	0	0
759	1.5	0.98	1	0	1	0	1	0	0	0	0	0	0	0
760	2	0	1	0	1	0	1	0	0.1428571429	0.28	0	0	0	0
761	NaN	NaN	NaN	NaN	1	0	1	0	0.2	0.392	0	0	0	0
762	1.5	0.98	1	0	1	0	0.8571428571	0.28	0.25	0.3207802986	0	0	0	0
763	NaN	NaN	1.3333333333	0.6533333333	0.8333333333	0.3266666667	0.8571428571	0.28	0	0	0	0	0	0
764	NaN	NaN	1	0	1	0	0.8	0.392	0	0	0	0	0	0
765	NaN	NaN	NaN	NaN	1	0	1	0	0	0	0	0	0	0
766	2	0	1	0	1	0	0.8	0.392	0.3333333333	0.4132042809	0	0	0	0
767	NaN	NaN	2	0	1	0	0.75	0.49	0.125	0.245	0	0	0	0
768	1	0	1.5	0.98	1	0	1	0	0.1428571429	0.28	0	0	0	0
769	NaN	NaN	NaN	NaN	1	0	1	0	0.25	0.49	0	0	0	0
770	NaN	NaN	NaN	NaN	0.5	0.98	1	0	0.375	0.3586432768	0	0	0	0
771	1	0	1	0	1	0	1	0	0	0	0	0	0	0
772	1	0	1	0	1	0	1	0	0.2	0.392	0	0	0	0
773	NaN	NaN	NaN	NaN	0.6666666667	0.6533333333	1	0	0.1666666667	0.3266666667	0	0	0	0
774	1	0	1	0	1	0	1	0	0.2	0.392	0	0	0	0
775	NaN	NaN	NaN	NaN	1	0	1	0	1	0	0	0	0	0
776	2	0	1	0	0.875	0.245	0.875	0.245	0.25	0.3207802986	0	0	0	0
777	NaN	NaN	NaN	NaN	1	0	1	0	0.25	0.49	0	0	0	0
778	1	0	1	0	1	0	1	0	0.2857142857	0.3614784456	0	0	0	0
779	1	0	1	0	1	0	1	0	0.4285714286	0.3959797975	0	0	0	0
780	1	0	1	0	1	0	1	0	0.2	0.392	0	0	0	0
781	1.5	0.98	1.3333333333	0.6533333333	1	0	1	0	0.3333333333	0.4132042809	0	0	0	0
782	NaN	NaN	NaN	NaN	1	0	1	0	0.2	0.392	0	0	0	0
783	1.5	0.98	1.5	0.98	1	0	1	0	0	0	0	0	0	0
784	NaN	NaN	1	0	1	0	1	0	0	0	0	0	0	0
785	NaN	NaN	1	0	1	0	1	0	0.5	0.5658032638	0	0	0	0
786	1.5	0.98	1	0	1	0	1	0	0	0	0	0	0	0
787	1.5	0.98	1	0	1	0	1	0	0.25	0.3207802986	0	0	0	0
788	1	0	1	0	1	0	1	0	0.2	0.392	0	0	0	0
789	2	0	1	0	1	0	1	0	0.25	0.49	0	0	0	0
790	NaN	NaN	NaN	NaN	1	0	1	0	0.4285714286	0.3959797975	0	0	0	0
791	NaN	NaN	1	0	1	0	1	0	0.25	0.3207802986	0	0	0	0
792	1	0	1	0	1	0	1	0	0.3333333333	0.3266666667	0	0	0	0
793	1	0	1	0	1	0	1	0	0.4444444444	0.3443369008	0	0	0	0
794	2	0	1	0	1	0	0.75	0.49	0.6	0.4800999896	0	0	0	0
795	1	0	1.2	0.392	1	0	0.8333333333	0.3266666667	0.1666666667	0.3266666667	0	0	0	0
796	1	0	1	0	1	0	1	0	0.4	0.4800999896	0	0	0	0
797	1.3333333333	0.6533333333	1	0	1	0	1	0	0.2857142857	0.3614784456	0	0	0	0
798	NaN	NaN	1	0	1	0	1	0	0.4	0.4800999896	0	0	0	0
799	1.5	0.98	1	0	1	0	1	0	0.3333333333	0.4132042809	0	0	0	0
800	NaN	NaN	NaN	NaN	1	0	1	0	0.3333333333	0.6533333333	0	0	0	0
801	NaN	NaN	NaN	NaN	1	0	1	0	0.4285714286	0.3959797975	0	0	0	0
802	1	0	1.5	0.98	1	0	0.6666666667	0.6533333333	0	0	0	0	0	0
803	NaN	NaN	NaN	NaN	1	0	1	0	0.3333333333	0.4132042809	0	0	0	0
804	1	0	1	0	1	0	1	0	0.4285714286	0.3959797975	0	0	0	0
805	NaN	NaN	1	0	1	0	1	0	0.375	0.3586432768	0	0	0	0
806	NaN	NaN	NaN	NaN	1	0	1	0	0.3333333333	0.4132042809	0	0	0	0
807	1	0	1	0	1	0	1	0	0.2	0.392	0	0	0	0
808	NaN	NaN	1	0	1	0	0.6666666667	0.6533333333	0.3333333333	0.6533333333	0	0	0	0
809	NaN	NaN	1	0	1	0	1	0	0.4	0.4800999896	0	0	0	0
810	1	0	1.4	0.4800999896	1	0	1	0	0	0	0	0	0	0
811	1.5	0.98	1	0	1	0	1	0	0.375	0.3586432768	0	0	0	0
812	1	0	1.3333333333	0.6533333333	1	0	1	0	0.3333333333	0.4132042809	0	0	0	0
813	2	0	1	0	1	0	1	0	0.375	0.3586432768	0	0	0	0
814	NaN	NaN	NaN	NaN	NaN	NaN	1	0	0.4	0.4800999896	0	0	0	0
815	1	0	1	0	1	0	1	0	0.4285714286	0.3959797975	0	0	0	0
816	NaN	NaN	NaN	NaN	1	0	1	0	0.4	0.4800999896	0	0	0	0
817	1	0	1	0	1	0	0.8333333333	0.3266666667	0.1666666667	0.3266666667	0	0	0	0
818	1.3333333333	0.6533333333	1	0	1	0	1	0	0.125	0.245	0	0	0	0
819	NaN	NaN	1	0	1	0	1	0	0.4	0.4800999896	0	0	0	0
820	1	0	1	0	1	0	1	0	0.3333333333	0.4132042809	0	0	0	0
821	2	0	1	0	1	0	1	0	0.8	0.392	0	0	0	0
822	1	0	1	0	1	0	1	0	0.5555555556	0.3443369008	0	0	0	0
823	1	0	1	0	1	0	1	0	0.5	0.4382693236	0	0	0	0
824	NaN	NaN	NaN	NaN	1	0	0.75	0.49	0.8	0.392	0	0	0	0
825	NaN	NaN	1	0	1	0	1	0	0.625	0.3586432768	0	0	0	0
826	1.5	0.98	1	0	1	0	1	0	0.3333333333	0.4132042809	0	0	0	0
827	1.5	0.98	1	0	1	0	1	0	0.4	0.4800999896	0	0	0	0
828	1	0	2	0	1	0	1	0	0.4	0.4800999896	0	0	0	0
829	NaN	NaN	1	0	1	0	1	0	0.6666666667	0.4132042809	0	0	0	0
830	NaN	NaN	1	0	1	0	1	0	0.375	0.3586432768	0	0	0	0
831	1.3333333333	0.6533333333	1.3333333333	0.6533333333	1	0	1	0	0.2857142857	0.3614784456	0	0	0	0
832	NaN	NaN	1	0	1	0	1	0	0.4	0.4800999896	0	0	0	0
833	1	0	1.25	0.49	1	0	0.8888888889	0.2177777778	0.3333333333	0.3266666667	0	0	0	0
834	2	0	1.5	0.98	1	0	1	0	0	0	0	0	0	0
835	NaN	NaN	NaN	NaN	1	0	1	0	0.25	0.49	0	0	0	0
836	NaN	NaN	1	0	1	0	0.6	0.4800999896	0.2	0.392	0	0	0	0
837	NaN	NaN	1	0	1	0	0.8333333333	0.3266666667	0.125	0.245	0	0	0	0
838	NaN	NaN	1	0	1	0	0.5	0.98	0	0	0	0	0	0
839	NaN	NaN	1	0	1	0	0.8571428571	0.28	0.25	0.3207802986	0	0	0	0
840	1	0	1	0	1	0	1	0	0.3333333333	0.4132042809	0	0	0	0
841	NaN	NaN	1	0	1	0	0.6666666667	0.4132042809	0.1666666667	0.3266666667	0	0	0	0
842	1	0	1	0	1	0	0.6666666667	0.4132042809	0	0	0	0	0	0
843	1	0	1	0	1	0	0.8	0.392	0.2857142857	0.3614784456	0	0	0	0
844	2	0	1	0	0.75	0.49	0.8	0.392	0.4285714286	0.3959797975	0	0	0	0
845	2	0	1	0	1	0	0.4	0.4800999896	0.2	0.392	0	0	0	0
846	1	0	1	0	1	0	0.4285714286	0.3959797975	0.125	0.245	0	0	0	0
847	NaN	NaN	NaN	NaN	1	0	0.6666666667	0.6533333333	0.25	0.49	0	0	0	0
848	NaN	NaN	1	0	1	0	0.3333333333	0.6533333333	0	0	0	0	0	0
