link load
2-1 0.462857
1-2 0
11-1 0.262245
1-11 0.286735
11-2 1
2-11 1
11-10 0.80102
10-11 0.140816
3-2 0.441429
2-3 0
4-3 1
3-4 0.999184
5-4 0
4-5 0.999184
6-5 1
5-6 0.992857
7-6 1
6-7 0.893469
8-4 1
4-8 0
8-7 1
7-8 0
9-3 1
3-9 0.566531
9-8 0.0044898
8-9 1
10-9 0
9-10 1
