link load
1-2 0.863061
2-1 1
2-3 0.641224
3-2 0.958163
1-4 0.658776
4-1 1
3-5 1
5-3 0.871837
5-6 0.761429
6-5 1
3-7 0.794694
7-3 0.337347
7-8 1
8-7 0.813265
5-9 1
9-5 0.859796
3-10 0.487959
10-3 0.168367
