link load
2-1 1
1-2 0.693265
11-1 1
1-11 1
11-2 0.825918
2-11 1
11-10 1
10-11 1
3-2 1
2-3 1
4-3 1
3-4 1
5-4 1
4-5 1
6-5 1
5-6 1
7-6 1
6-7 1
8-4 1
4-8 0.852041
8-7 1
7-8 1
9-3 1
3-9 1
9-8 1
8-9 1
10-9 1
9-10 1
