AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 310 0 0 0 0 
2 286 0 0 0 0 
3 1117 0 0 0 0 
4 1100 0 0 0 0 
5 284 0 0 0 0 
6 316 0 0 0 0 
7 1107 0 0 0 0 
8 1145 0 0 0 0 
9 1102 0 0 0 0 
10 1155 0 0 0 0 
