AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 10 
2 0 0 0 0 10 
3 0 0 0 0 10 
4 0 0 0 0 10 
5 0 0 0 0 10 
6 0 0 0 0 10 
7 0 0 0 0 10 
