link load
2-1 1
1-2 0.00714286
11-1 1
1-11 0.748776
11-2 0.75
2-11 1
11-10 1
10-11 0.159796
3-2 1
2-3 0.331429
4-3 1
3-4 0.591429
5-4 0.0340816
4-5 1
6-5 0.881224
5-6 1
7-6 1
6-7 0.692245
8-4 1
4-8 0.0797959
8-7 1
7-8 -5.19711258155959e-17
9-3 1
3-9 1
9-8 0.111429
8-9 1
10-9 8.166891199593641e-17
9-10 1
